multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
multiply,200,10
divide,1000,50
add,10,20
subtract,100,50
